name,gender,probability
"Schnitzer, Mark",male,0.99
"Schober, Michael",M,0.99
"Schoelkopf, Bernhard",M,1
"Schoellig, Angela",female,0.99
"Schoenebeck, Grant",male,0.99
"Schoenebeck, Sarita",F,0.98
"Schoenebeck, Sarita Y.",F,0.98
"Schoenholz, Samuel",male,0.99
"Schoenholz, Samuel S.",male,0.99
"Schofield, Guy",M,0.98
"Schofield, Michael",male,0.99
"Schofield, Tom",M,0.99
"Scholkopf, Bernhard",M,1
"Schölkopf, Bernhard",male,1
"Schön, Thomas",male,0.99
"Schonberger, Johannes L.",M,0.99
"Schönfisch, Jörg",male,0.99
"Schöning, Johannes",M,0.99
"Schops, Thomas",M,0.99
"Schorr, Samuel B.",M,0.99
"Schrader, Katrina",F,0.98
"Schrijvers, Okke",male,0.91
"Schröder, Peter",male,0.99
"Schroecker, Yannick",male,0.96
"Schroeder, Jessica",F,0.98
"Schroeter, Ronald",M,0.99
"Schryen, Guido",male,0.99
"Schubotz, Moritz",M,0.99
"Schulam, Peter",male,0.99
"Schuller, Bjoern",M,1
"Schuller, Björn",male,1
"Schuller, Björn W.",male,1
"Schulman, John",male,0.99
"Schulman, Leonard",M,0.99
"Schulter, Samuel",M,0.99
"Schulz, Adriana",female,0.99
"Schuster, Glenn",M,0.98
"Schütt, Kristof",male,0.99
"Schütze, Hinrich",M,1
"Schuurmans, Dale",male,0.93
"Schwab, Martin E.",M,0.98
"Schwanda, Victoria",F,0.98
"Schwartz, David",M,0.99
"Schwartz, Idan",male,0.94
"Schwartz, Josh",M,0.99
"Schwartz, Roy",M,0.98
"Schwartzman, Gregory",M,0.99
"Schweickart, Eston",male,0.94
"Schweiger, Florian",M,0.99
"Schweitzer, Haim",male,0.97
"Schweller, Robert",M,0.99
"Schwenk, Dustin",M,1
"Schwind, Valentin",M,0.99
"Schwing, Alexander",male,0.99
"Schwing, Alexander G.",M,0.99
"Scieur, Damien",male,0.99
"Sclaroff, Stan",M,0.91
"Scofield, Jeffrey",M,0.99
"Scornet, Erwan",male,0.99
"Scott, Clay",male,0.95
"Scully, Ziv",M,0.93
"Séaghdha, Diarmuid Ó",M,1
"Seaman, Sean",M,0.99
"Sebe, Nicu",M,0.98
"Sedano, Todd",M,0.99
"Seddighin, Masoud",male,0.99
"Seddighin, Saeed",male,0.98
"Sedhain, Suvash",male,1
"Seeger, Matthias",male,1
"Seeliger, Katja",female,0.97
"Segalin, Cristina",female,0.99
"Segovia, Maria V. Ortiz",F,0.98
"Segura, Sergio",M,0.99
"Seidel, Hans-Peter",M,1
"Seiferth, Paul",M,0.99
"Seijen, Harm Van",male,0.98
"Seipp, Jendrik",male,1
"Seitz, Steven M.",M,0.99
"Sejdinovic, Dino",male,0.98
"Sekhon, Arshdeep",male,0.93
"Sekiguchi, Tadashi",male,1
"Sekiyama, Taro",male,0.93
"Selgrad, Kai",male,0.93
"Selle, Andrew",male,0.99
"Sellmann, Meinolf",male,1
"Selsam, Daniel",male,0.99
"Seltzer, Margo",female,0.95
"Semaan, Bryan",M,0.99
"Semukhin, Pavel",M,0.98
"Sen, Koushik",M,0.99
"Sen, Pradeep",male,0.99
"Sen, Rajat",male,0.98
"Sengers, Phoebe",F,0.97
"Sengupta, Shubho",male,1
"Sengupta, Soumyadip",M,1
"Senior, Andrew",M,0.99
"Senske, Nick",M,0.98
"Sentance, Sue",F,0.97
"Seo, Jinwook",M,0.98
"Seo, Minjoon",M,1
"Seo, Paul Hongsuck",male,0.99
"Seraji, Mohammad Javad Rezaei",M,0.98
"Sérasset, Gilles",M,0.99
"Serban, Iulian Vlad",male,0.99
"Sercu, Tom",male,0.99
"Serdyukov, Pavel",M,0.98
"Serebrenik, Alexander",M,0.99
"Sergis, Stylianos",M,0.99
"Serrano, Ana",female,0.98
"Serrano, Marcos",M,0.99
"Serrano, Martin",M,0.98
"Servant, Francisco",M,0.99
"Servedio, Rocco A.",M,0.99
"Seshia, Sanjit A.",male,0.95
"Setaluri, Rajsekhar",male,1
"Sethi, Pooja",F,0.98
"Settle, Amber",F,0.95
"Setty, Vinay",M,0.99
"Seufert, Anna",F,0.98
"Seuken, Sven",male,0.99
"Sevilla-Lara, Laura",F,0.98
"Sewell, Peter",M,0.99
"Sezgin, Ali",M,0.95
"Sezgin, Metin",M,0.97
"Sgouritsa, Alkmini",F,0.97
"Shabbir, Mudassir",male,0.98
"Shadbolt, Nigel",M,0.99
"Shaer, Orit",F,0.93
"Shafait, Faisal",M,0.98
"Shaffer, Cliff",M,0.99
"Shaffer, Clifford A.",M,0.99
"Shafiei, Arash",male,0.98
"Shafiei, Mohammad",male,0.98
"Shafiq, Zubair",M,0.98
"Shah, Devavrat",male,1
"Shah, Julie",female,0.98
"Shah, Mubarak",M,0.97
"Shah, Nisarg",male,1
"Shah, Nolan",M,0.98
"Shah, Rahul",M,0.99
"Shah, Rajiv Ratn",male,0.99
"Shah, Rishi",male,0.98
"Shah, Shishir K.",M,0.99
"Shah, Swair",female,1
"Shahaf, Dafna",F,0.97
"Shahbazian, Arman",M,0.99
"Shahin, Hossameldin",M,1
"Shahrampour, Shahin",male,0.95
"Shahrasbi, Amirbehshad",M,1
"Shaked, Amit",M,0.99
"Shaker, Ammar",M,0.97
"Shakhnarovich, Gregory",M,0.99
"Shakkottai, Sanjay",male,0.99
"Shalit, Uri",male,0.95
"Shamai, Gil",M,0.92
"Shameli, Ali",M,0.95
"Shamir, Ohad",male,0.99
"Shamma, David A.",M,0.99
"Shanbhag, Naresh",male,0.99
"Shanmugam, Karthikeyan",male,0.99
"Shannon, Amy",F,0.97
"Shao, Weixiang",M,0.94
"Shao, Xiaohu",M,0.98
"Shapira, Asaf",M,0.96
"Shapiro, Linda",female,0.98
"Sharan, Vatsal",male,1
"Sharf, Andrei",male,0.97
"Sharghi, Aidean",M,1
"Shariat, Basir",male,0.96
"Sharif, Mahmood",M,0.97
"Sharir, Micha",M,0.98
"Sharlin, Ehud",M,0.97
"Sharma, Amit",M,0.99
"Sharma, Aneesh",M,0.99
"Sharma, Gaurav",M,1
"Sharma, Sahil",male,0.96
"Sharma, Sumita",F,0.95
"Sharmanska, Viktoriia",female,0.98
"Sharp, Helen",F,0.98
"Sharpnack, James",male,0.99
"Shavit, Nir",male,0.93
"Shaw, Aaron",M,0.99
"Shazeer, Noam",male,0.94
"She, James",male,0.99
"Sheehy, Don",M,0.98
"Sheikh, Yaser",M,0.97
"Sheinin, Mark",M,0.99
"Shekarpour, Saeedeh",female,1
"Sheldon, Dan",male,0.95
"Sheldon, Daniel",male,0.99
"Shell, Duane",M,0.99
"Shelton, Martin",M,0.98
"Shen, Chien-Wen",M,1
"Shen, Dinggang",male,1
"Shen, Fumin",male,0.92
"Sheng, Victor S.",male,0.99
"Shepherd, David",M,0.99
"Sherif, Mohamed Ahmed",male,0.98
"Sherugar, Samyukta Manjayya",F,1
"Sherwen, Sally",F,0.95
"Sheth, Amit",male,0.99
"Sheth, Rishit",male,1
"Sheth, Swapneel",M,1
"Shevade, Shirish",male,1
"Shi, Kevin",male,0.99
"Shi, Qinfeng",male,1
"Shi, Weidong",M,0.96
"Shi, Weinan",M,1
"Shi, Wenzhe",M,0.95
"Shi, Xiaodong",male,0.93
"Shi, Xingjian",male,1
"Shi, Yinghuan",female,1
"Shi, Yuanchun",M,1
"Shi, Yuliang",M,0.93
"Shi, Zhan",male,0.91
"Shi, Zhenkun",M,1
"Shi, Zhiyuan",M,0.92
"Shiau, Raymond",M,0.99
"Shih, Patrick C.",M,0.99
"Shih, Ya-Fang",F,1
"Shillingford, Brendan",male,0.99
"Shim, Kyuhong",male,1
"Shimano, Mihoko",F,0.96
"Shimizu, Nobuyuki",M,1
"Shimkin, Nahum",male,0.97
"Shimosaka, Masamichi",male,1
"Shin, Jinwoo",male,0.98
"Shin, Patrick",M,0.99
"Shindo, Hiroyuki",M,1
"Shinkar, Igor",male,0.99
"Shirmohammadi, Mahsa",F,0.98
"Shirmohammadi, Shervin",male,0.94
"Shivashankar, Vikas",male,0.99
"Shklovski, Irina",F,0.98
"Shklovski, Irina A.",F,0.98
"Shlens, Jonathon",M,1
"Shlesinger, Tom",M,0.99
"Shma, Amnon Ta",M,1
"Shneiderman, Ben",M,0.95
"Shoemaker, Christine",female,0.99
"Shoeybi, Mohammad",male,0.98
"Shofner, Alyssa",female,0.97
"Shoham, Sharon",F,0.98
"Shor, Joel",M,0.98
"Shpilka, Amir",M,0.98
"Shrestha, Sharad",M,0.99
"Shrivastava, Abhinav",M,0.99
"Shrivastava, Anshumali",male,1
"Shrivastava, Harsh",male,0.99
"Shrivastava, Manish",male,0.99
"Shtengel, Anna",female,0.98
"Shu, Chengxun",male,1
"Shu, Rui",male,0.98
"Shu, Tianmin",M,1
"Shu, Xiangbo",male,1
"Shugrina, Maria",female,0.98
"Shukla, Abhinav",male,0.99
"Shulman, Lisa",F,0.98
"Shyam, Pranav",male,0.99
"Sicre, Ronan",M,0.99
"Sidford, Aaron",male,0.99
"Sidiropoulos, Anastasios",M,0.99
"Sidiropoulos, Nicholas D.",male,0.99
"Sidor, Szymon",male,1
"Siebertz, Sebastian",M,0.99
"Siek, Jeremy G.",M,0.99
"Siek, Katie",F,0.98
"Siek, Katie A.",F,0.98
"Sifakis, Eftychios",male,1
"Sigal, Leonid",M,1
"Signoles, Julien",M,0.99
"Šik, Martin",male,0.98
"Sikdar, Sujoy",male,0.99
"Sikka, Karan",M,0.96
"Silberman, Nathan",M,0.99
"Silpasuwanchai, Chaklam",M,1
"Silva, Alexandra",F,0.98
"Silva, Ismael Santana",M,0.99
"Silva, Ricardo",male,0.99
"Silver, David",male,0.99
"Silver, Tom",male,0.99
"Silverman, Edwin K.",male,0.99
"Silverman, Max",M,0.98
"Silvestri, Fabrizio",M,0.99
"Silvestri, Francesco",M,0.99
"Sim, Jack",M,0.98
"Sim, Terence",male,0.99
"Simcha, David",male,0.99
"Simeral, John D",male,0.99
"Simo-Serra, Edgar",M,0.99
"Simon, Gwendal",male,0.97
"Simon, Laurent",male,0.99
"Simon, Sunil Easaw",male,0.99
"Simon, Tomas",M,0.99
"Simoncelli, Eero",male,0.99
"Simoneaux, Stephen F.",M,0.99
"Simonovsky, Martin",M,0.98
"Simons, David",male,0.99
"Simonyan, Karen",female,0.95
"Simperl, Elena",F,0.99
"Simpson, Emma",F,0.93
"Simsekli, Umut",male,0.96
"Şimşekli, Umut",male,0.96
"Sinapov, Jivko",male,0.99
"Sindhwani, Vikas",male,0.99
"Singer, Amit",M,0.99
"Singer, Yaron",male,0.99
"Singh, Aarti",female,0.97
"Singh, Aneesha",F,0.93
"Singh, Bharat",M,0.99
"Singh, Gagandeep",M,0.92
"Singh, Karan",M,0.96
"Singh, Ranjit",M,0.95
"Singh, Rishabh",male,1
"Singh, Ritambhara",female,1
"Singh, Satinder",M,0.91
"Singh, Shashank",male,0.99
"Singh, Varun",male,0.99
"Singh, Vikas",M,0.99
"Singh, Vivek K.",M,0.99
"Singla, Karan",M,0.96
"Singla, Sahil",M,0.96
"Sinha, Aman",male,0.91
"Sinha, Suhit",male,1
"Sinha, Vibha",F,0.95
"Siow, Eugene",M,0.95
"Sirkin, David",M,0.99
"Sirotkin, Alexander",M,0.99
"Sitzmann, Vincent",male,0.99
"Sivakumar, Vidyashankar",male,1
"Sivan, Balasubramanian",M,0.97
"Sivertsen, Johan",M,0.99
"Sivic, Josef",M,0.98
"Skibski, Oskar",male,0.99
"Skifstad, Gabriela",F,0.98
"Skirlo, Scott",male,0.99
"Skouras, Melina",female,0.96
"Skov, Mikael B.",M,0.99
"Skowron, Piotr",male,1
"Skutella, Martin",M,0.98
"Slawski, Martin",male,0.98
"Slegers, Karin",F,0.97
"Slinko, Arkadii",male,1
"Slovák, Petr",M,0.98
"Smaragdakis, Yannis",M,0.98
"Smarzaro, Rodrigo",M,0.99
"Smeros, Panayiotis",male,0.99
"Smeulders, Arnold W.M.",M,0.99
"Smid, Matej",M,0.99
"Sminchisescu, Cristian",M,0.99
"Smit, Iskander",M,0.99
"Smith, Brandon M.",male,0.99
"Smith, Harrison Jesse",male,0.99
"Smith, John R.",male,0.99
"Smith, Joshua R.",M,0.99
"Smith, Justin",M,0.98
"Smith, Linda B.",female,0.98
"Smith, Matthew",male,1
"Smith, Nancy",F,0.98
"Smith, Virginia",female,0.99
"Smith, William A. P.",M,0.99
"Smola, Alexander",male,0.99
"Smola, Alexander J.",male,0.99
"Smolin, Yoni",M,0.92
"Smolka, Steffen",M,1
"Smorodinsky, Shakhar",M,1
"Snape, Patrick",M,0.99
"Snell, Jake",male,0.98
"Snijders, Antoine",male,0.99
"Snipes, Will",M,0.97
"Snoek, Cees G. M.",M,0.99
"Snoek, Cees G.M.",male,0.99
"Snow, Stephen",M,0.99
"Soares, Gustavo",M,0.98
"Soatto, Stefano",M,0.99
"Socała, Arkadiusz",male,1
"Socher, Richard",male,0.99
"Soden, Robert",M,0.99
"Sohail, Ammar",M,0.97
"Sohl-Dickstein, Jascha",male,0.95
"Sohler, Christian",male,0.99
"Sohn, Kihyuk",male,1
"Sohn, Kwanghoon",M,0.95
"Sohre, Nick",male,0.98
"Sokolov, Artem",M,1
"Sokolov, Dmitry",male,1
"Soliman, Adam",M,0.98
"Solomon, Justin",male,0.98
"Solomon, Justin M",male,0.98
"Solomon, Noam",M,0.94
"Solovyev, Alexey",M,1
"Soltan, Saleh",M,0.97
"Soltanolkotabi, Mahdi",male,0.97
"Solus, Liam",male,0.98
"Soma, Tasuku",male,1
"Somanath, Sowmya",F,0.96
"Somekh, Oren",M,0.93
"Son, Jeany",F,0.91
"Song, Haichuan",male,1
"Song, Jiaojiao",F,1
"Song, Xuemeng",male,1
"Song, Zhichao",male,0.91
"Soni, Sandeep",M,0.98
"Sontag, David",male,0.99
"Sordoni, Alessandro",male,0.99
"Sorell, Tom",M,0.99
"Sorensen, Scott",M,0.99
"Sorensen, Tyler",M,0.98
"Sorkine-Hornung, Alexander",M,0.99
"Sorkine-Hornung, Olga",female,0.98
"Sornat, Krzysztof",male,1
"Soro, Alessandro",M,0.99
"Sorokin, Dmitry",male,1
"Sotnychenko, Oleksandr",male,0.99
"Soudry, Daniel",male,0.99
"Sounalath, Soulideth",M,1
"Sousa, Mario Costa",M,0.99
"Southern, Caleb",M,0.99
"Souto, Sabrina",F,0.98
"Souza, Cesar Roberto De",M,0.98
"Souza, Cleidson R. B. De",M,1
"Spaan, Matthijs T. J.",male,0.99
"Spampinato, Concetto",M,0.99
"Spanakis, Gerasimos",M,0.98
"Spanos, Costas",male,0.98
"Spasojevic, Nemanja",M,1
"Speciale, Pablo",M,0.99
"Speckmann, Bettina",F,0.98
"Speiser, Artur",male,1
"Spelmezan, Daniel",M,0.99
"Spiel, Katharina",F,0.97
"Spirakis, Paul",male,0.99
"Spiro, Emma S.",F,0.93
"Spognardi, Angelo",M,0.98
"Sporns, Olaf",male,0.99
"Sprain, Leah",F,0.98
"Sprechmann, Pablo",male,0.99
"Spreer, Jonathan",M,0.99
"Spring, Neil",M,0.99
"Sra, Suvrit",male,1
"Srebro, Nathan",male,0.99
"Srebro, Nati",female,0.94
"Sridhar, Srinath",M,1
"Sridharan, Devarajan",male,1
"Sridharan, Karthik",male,0.99
"Sridharan, Ramanujan",M,1
"Srikant, Shashank",M,0.99
"Srikanth, Akhilesh",M,0.99
"Srikantha, Abhilash",M,1
"Srikumar, Vivek",M,0.99
"Srinivas, Aravind",male,0.99
"Srinivasa, Christopher",male,0.99
"Srinivasa, Siddhartha",male,0.97
"Srinivasan, Anirudh",M,0.98
"Srinivasan, Padmini",F,0.99
"Srinivasan, Pratul P.",M,1
"Srinivasan, Sriram",male,0.99
"Srisa-An, Witawas",M,1
"Srivastava, Akash",male,0.99
"Srivastava, Nisheeth",male,1
"Srivastava, Rupesh Kumar",male,0.99
"Sroubek, Filip",M,0.98
"St¨Ockel, Morten",M,0.99
"Staab, Steffen",M,1
"Stadie, Bradly",male,0.98
"Stahl, Alexander",M,0.99
"Staib, Matthew",male,1
"Stainer, Julien",male,0.99
"Stamminger, Marc",male,0.99
"Stangl, Abigale J.",F,0.98
"Starbird, Kate",F,0.98
"Stark, Michael",M,0.99
"Starke, Sandra Dorothee",F,0.98
"Stavness, Ian",M,0.99
"Steenkiste, Sjoerd Van",male,0.99
"Stefankovic, Daniel",male,0.99
"Stefano, Luigi Di",M,0.99
"Steger, Angelika",female,0.98
"Steidl, Stefan",male,0.98
"Steimle, Jürgen",M,0.99
"Stein, Martin",M,0.98
"Stein, Yannik",M,0.99
"Steinberger, Fabius",M,0.99
"Steiner, Benoit",male,0.99
"Steinert-Threlkeld, Zachary C.",male,0.99
"Steinhardt, Jacob",male,0.99
"Steinke, Thomas",M,0.99
"Steinmetz, Ralf",male,0.99
"Stemasov, Evgeny",M,0.99
"Stemmer, Uri",male,0.95
"Stenger, Bjorn",M,0.99
"Stenros, Jaakko",M,0.99
"Stent, Amanda",F,0.98
"Stenton, Phil",M,0.98
"Stephan, Frank",M,0.99
"Stephenson, Ben",M,0.95
"Stergiou, Stergios",male,1
"Stern, Mitchell",male,0.96
"Steurer, David",M,0.99
"Stevens, Christoph",male,1
"Stevens, Gunnar",M,0.99
"Stewart, Alistair",male,0.99
"Stewart, Russell",male,0.98
"Stich, Sebastian U",male,0.99
"Stich, Sebastian U.",male,0.99
"Stillwell, David",male,0.99
"Stock, Oliviero",male,0.97
"Stomakhin, Alexey",male,1
"Stone, Austin",M,0.98
"Stone, Maureen",F,0.97
"Stone, Peter",male,0.99
"Stooke, Adam",male,0.98
"Storandt, Sabine",female,0.98
"Stout, Jane",F,0.97
"Strapparava, Carlo",male,0.99
"Strasnick, Evan",M,0.94
"Strasser, Pablo",male,0.99
"Straszak, Damian",M,0.99
"Stratos, Karl",M,0.98
"Straub, Julian",M,0.98
"Strauber, Benjamin",M,0.99
"Strauss, Benjamin",M,0.99
"Strauss, Karin",female,0.97
"Straznickas, Zygimantas",male,1
"Strecke, Michael",M,0.99
"Strecker, Bernhard A.",M,1
"Stricker, Didier",M,0.99
"Striebel, Jonathan",M,0.99
"Stringhini, Gianluca",M,0.99
"Strohmaier, Markus",M,1
"Strohmayer, Angelika",F,0.98
"Strohmeier, Paul",M,0.99
"Strötgen, Jannik",M,0.99
"Stroud, Jonathan C.",M,0.99
"Strub, Florian",M,0.99
"Strub, Pierre-Yves",M,0.99
"Stuckenschmidt, Heiner",male,0.98
"Stuckey, Peter J.",male,0.99
"Stuckler, Jorg",M,0.98
"Studd, Karen",F,0.95
"Studer, Christoph",male,1
"Stuerzlinger, Wolfgang",M,0.99
"Sturdee, Miriam",F,0.98
"Sturmfels, Bernd",M,0.99
"Sturtevant, Nathan",male,0.99
"Su, Hsin-Hao",M,1
"Su, Jianzhong",male,1
"Su, Jinsong",male,0.91
"Su, Norman Makoto",M,0.99
"Su, Qinliang",male,1
"Su, Zhendong",M,1
"Suarez, Joseph",male,0.99
"Subbian, Karthik",M,0.99
"Subramaniam, Meghana",F,0.95
"Subramanian, Kausik",M,1
"Subramanian, Ramanathan",male,1
"Subramanian, Sriram",M,0.99
"Subramonyam, Hariharan",M,1
"Such, Jose M.",M,0.98
"Suchanek, Fabian M.",M,0.99
"Sudderth, Erik",male,0.99
"Sudderth, Erik B.",male,0.99
"Suematsu, Yutaka Leon",male,0.99
"Suganthan, Ponnuthurai Nagaratnam",M,1
"Suggala, Arun",male,0.98
"Suggala, Arun Sai",male,0.98
"Sugiyama, Mahito",male,1
"Sugiyama, Masashi",male,0.99
"Suh, Bongwon",M,1
"Suh, Changho",male,1
"Sujir, Leila",female,0.99
"Sujono, Debora",female,0.99
"Sukhatme, Gaurav",male,1
"Sukthankar, Rahul",M,0.99
"Suleman, Hussein",M,0.98
"Sumin, Denis",M,0.96
"Sumita, Eiichiro",male,1
"Sumita, Hanna",female,0.95
"Summers-Stay, Douglas",M,0.99
"Sun, Changming",M,1
"Sun, Changyin",M,1
"Sun, Emily",F,0.98
"Sun, Guangzhong",M,1
"Sun, Haoliang",M,1
"Sun, Haoze",male,1
"Sun, Jiaguang",M,1
"Sun, Maosong",male,1
"Sun, Qianru",F,0.91
"Sun, Xiaoshuai",male,1
"Sun, Yuxia",female,0.91
"Sun, Zhenan",male,1
"Sunahase, Takeru",male,0.99
"Sundaram, Suresh",male,0.99
"Sundaramoorthi, Ganesh",M,0.98
"Sundararajan, Mukund",male,0.99
"Sung, Wonyong",male,1
"Sunkavalli, Kalyan",M,0.98
"Sunshine, Joshua",M,0.99
"Surale, Hemant Bhaskar",M,0.99
"Surana, Amit",M,0.99
"Surh, Jaeheung",M,1
"Suri, Heemanshu",M,1
"Suri, Siddharth",M,0.99
"Surya, Shiv",M,0.91
"Susanto, Raymond Hendy",male,0.99
"Sussillo, David",male,0.99
"Susstrunk, Sabine",F,0.98
"Sutskever, Ilya",male,0.97
"Sutti, Alessandra",female,0.99
"Sutton, Andrew",male,0.99
"Sutton, Charles",male,0.99
"Sutton, Selina",F,0.96
"Suzuki, Atsuyuki",M,1
"Suzuki, Ippei",M,1
"Suzuki, Kenji",M,0.98
"Suzuki, Ryo",M,0.96
"Suzuki, Taiji",male,0.96
"Suzuki, Yusuke",M,1
"Suzumura, Shinya",male,0.98
"Svendsen, Kasper",M,0.98
"Svenstrup, Dan Tito",male,0.95
"Svetlik, Maxwell",male,0.98
"Svoboda, Jan",M,0.95
"Swaminathan, Viswanathan",male,0.99
"Swamy, Nikhil",M,0.99
"Swartz, Joshua",M,0.99
"Swearngin, Amanda",F,0.98
"Swersky, Kevin",male,0.99
"Swirszcz, Grzegorz",male,1
"Świrszcz, Grzegorz",male,1
"Swords, Cameron",M,0.92
"Sydow, Sophie Landwehr",F,0.98
"Syed, Umar",male,0.98
"Sýkora, Daniel",male,0.99
"Syrgkanis, Vasilis",male,0.99
"Szabo, Zoltan",male,0.99
"Szabó, Zoltán",male,0.99
"Sze, Vivienne",F,0.98
"Szegedy, Christian",male,0.99
"Szeider, Stefan",male,0.98
"Szeliski, Richard",male,0.99
"Szepesvari, Csaba",male,0.99
"Szlam, Arthur",M,0.99
"Sznitman, Raphael",male,0.99
"Szörényi, Balázs",male,1
"Ta-Shma, Amnon",M,1
"Taba, Brian",M,0.99
"Tabard, Aurélien",M,1
"Tabor, Aaron",M,0.99
"Taddy, Matt",male,0.99
"Tadepalli, Prasad",male,0.99
"Taghvaei, Amirhossein",male,0.98
"Taheri, Seyed Mohammad",M,0.98
"Tahiroălu, Koray",M,0.97
"Taibi, Davide",M,0.99
"Taieb, Souhaib Ben",male,0.99
"Tajik, Shahab",male,0.98
"Takáč, Martin",male,0.98
"Takahashi, Haruki",M,0.97
"Takahashi, Masaki",male,0.97
"Takamura, Hiroya",M,0.99
"Takatani, Tsuyoshi",M,1
"Takayama, Leila",F,0.99
"Takeda, Akiko",female,0.97
"Takeishi, Naoya",male,1
"Takenaka, Kazuhito",male,1
"Takeshita, Akiko",F,0.97
"Takeuchi, Ichiro",male,1
"Tal, Avishay",M,1
"Talamadupula, Kartik",male,0.99
"Talbot, Austin",male,0.98
"Talesfore, Mia",F,0.96
"Talgam-Cohen, Inbal",F,0.95
"Tallyn, Ella",F,0.98
"Talmon, Nimrod",male,0.98
"Talmon, Ohad",M,0.99
"Talvitie, Erik",male,0.99
"Talwalkar, Ameet S",male,0.97
"Taly, Ankur",male,0.99
"Tamaazousti, Youssef",M,0.97
"Tamaki, Suguru",M,1
"Tamar, Aviv",male,0.94
"Tampubolon, Andre Pradhana",male,0.95
"Tamstorf, Rasmus",male,0.99
"Tamura, Akihiro",male,1
"Tan, Ben",male,0.95
"Tan, Joshua",M,0.99
"Tan, Mingkui",male,1
"Tan, Tieniu",male,1
"Tan, Zhixing",male,0.91
"Tan, Zilong",male,0.96
"Tanaka, Masahiro",male,1
"Tanczos, Ervin",male,0.99
"Tang, Anthony",M,0.99
"Tang, Haoran",male,0.95
"Tang, Huixuan",F,1
"Tang, Jiliang",male,1
"Tang, John C.",M,0.99
"Tang, Pengjie",male,1
"Tang, Pingzhong",male,1
"Tang, Shaojie",male,0.92
"Tang, Yandong",M,1
"Tang, Zhihao Gavin",male,0.98
"Tangkaratt, Voot",male,0.91
"Taniai, Tatsunori",M,1
"Taniar, David",M,0.99
"Tanikawa, Tomohiro",M,1
"Tankovich, Vladimir",M,0.99
"Tantithamthavorn, Chakkrit",M,1
"Tao, Dacheng",male,1
"Tao, Shibo",M,0.92
"Tao, Zhiqiang",male,1
"Taraborelli, Dario",M,0.99
"Tardos, Gabor",M,0.96
"Tarini, Marco",male,0.99
"Tarlow, Daniel",male,0.99
"Tarnawski, Jakub",M,0.99
"Tarnawski, Jakub M",male,0.99
"Tarokh, Vahid",male,0.99
"Tarricone, Pina",F,0.95
"Tartavull, Ignacio",male,0.99
"Tarvainen, Antti",male,1
"Tas, Yusuf",M,0.97
"Tasci, Cagri",M,0.95
"Tateno, Keisuke",M,1
"Tatikonda, Sekhar C",male,0.98
"Tatti, Nikolaj",male,0.99
"Tatzgern, Markus",M,1
"Tauscher, Jan-Philipp",M,1
"Tax, David M.J.",M,0.99
"Tay, Charlene",female,0.98
"Taylor, Gavin",male,0.99
"Taylor, Grant S.",M,0.99
"Taylor, James W.",male,0.99
"Taylor, Jennyfer Lawrence",F,0.98
"Taylor, Matthew",male,1
"Taylor, Matthew E.",male,1
"Taylor, Nick",M,0.98
"Taylor, Samuel Hardman",M,0.99
"Taylor, Sarah",female,0.98
"Tchernavskij, Philip",M,0.99
"Teevan, Jaime",M,0.97
"Tegmark, Max",male,0.98
"Tejani, Alykhan",M,1
"Tekin, Burak S.",M,0.96
"Telgarsky, Matus",male,0.97
"Tenenbaum, Josh",male,0.99
"Teney, Damien",M,0.99
"Teng, Yifeng",male,0.96
"Tennenholtz, Moshe",male,0.98
"Tennison, Jenifer F. A.",F,0.98
"Teran, Joseph",male,0.99
"Tesauro, Gerald",male,0.99
"Tesconi, Maurizio",M,0.99
"Teso, Stefano",male,0.99
"Tessaris, Sergio",male,0.99
"Tewari, Ambuj",male,1
"Tewell, Jordan",M,0.97
"Thadani, Kapil",M,0.99
"Thakurta, Abhradeep Guha",male,1
"Thebault-Spieker, Jacob",M,0.99
"Theis, Lucas",M,0.98
"Theisel, Holger",male,0.99
"Theobalt, Christian",M,0.99
"Theodorou, Evangelos",male,1
"Theodorou, Evangelos A.",male,1
"Thermos, Spyridon",M,0.98
"Thewlis, James",male,0.99
"Thiagarajan, Arvind",male,0.99
"Thielscher, Michael",male,0.99
"Thierauf, Thomas",M,0.99
"Thilakarathna, Kanchana",F,0.92
"Thiran, Patrick",male,0.99
"Third, Allan",M,0.99
"Thirion, Bertrand",male,0.97
"Tholander, Jakob",M,0.99
"Thomas, Jeremy",M,0.99
"Thomas, Philip",male,0.99
"Thomas, Philip S.",male,0.99
"Thomas, Vanessa",F,0.98
"Thomaszewski, Bernhard",male,1
"Thome, Julian",M,0.98
"Thompson, Christopher",M,0.99
"Thompson, David",male,0.99
"Thompson, Stephen J.",M,0.99
"Thomson, Blaise",M,0.97
"Thoroddsen, Sigurdur T.",male,0.99
"Thorup, Mikkel",male,0.99
"Thuerey, Nils",male,0.99
"Thummalapenta, Suresh",M,0.99
"Tian, Jiandong",M,1
"Tian, Kevin",male,0.99
"Tian, Xinmei",female,1
"Tian, Yuandong",male,1
"Tibshirani, Ryan",male,0.99
"Tierney, Kevin",male,0.99
"Tilbian, Joseph",male,0.99
"Timany, Amin",M,0.97
"Timmerman, Kathleen",F,0.98
"Timnat, Erez",M,0.96
"Tip, Frank",M,0.99
"Tiropanis, Thanassis",M,0.98
"Titov, Ivan",male,0.99
"Titsias, Michalis K.",male,0.99
"Tkatchenko, Alexandre",male,0.99
"To, Alexandra",F,0.98
