name,gs_email,interest,topic
"Yavuz, Tuba",@ece.ufl.edu,formal methods,
"Yavuz, Tuba",@ece.ufl.edu,software engineering,
"Yavuz, Tuba",@ece.ufl.edu,model checking,
"Yazdani, Reza",@ac.upc.edu,computer architecture,Architecture
"Ye, Evan",@cs.ubc.ca,computational imaging,
"Ye, Evan",@cs.ubc.ca,3d display,
"Ye, Evan",@cs.ubc.ca,3d acquisition,
"Ye, Evan",@cs.ubc.ca,augmented reality,
"Ye, Evan",@cs.ubc.ca,applied optics,
"Ye, Jieping",@umich.edu,machine learning,Data
"Ye, Jieping",@umich.edu,data mining,Data
"Ye, Jieping",@umich.edu,biomedical informatics,
"Ye, Katherine Q.",@cs.cmu.edu,computer graphics,
"Ye, Katherine Q.",@cs.cmu.edu,programming languages,Compilers
"Ye, Katherine Q.",@cs.cmu.edu,human-computer interaction,
"Ye, Weidong",@illinois.edu,computer architecture,Architecture
"Ye, Weidong",@illinois.edu,hardware,Architecture
"Ye, Zheng",@yorku.ca,information retrieval,DB
"Ye, Zheng",@yorku.ca,natural language processing,Data
"Ye, Zheng",@yorku.ca,machine learning,Data
"Yebenes, Pedro",@uclm.es,high-performance computing,HPC
"Yebenes, Pedro",@uclm.es,interconnection networks,Network
"Yebenes, Pedro",@uclm.es,congestion control,Network
"Yebenes, Pedro",@uclm.es,quality of service,
"Yegneswaran, Vinod",@csl.sri.com,networking,Network
"Yegneswaran, Vinod",@csl.sri.com,security,Security
"Yegneswaran, Vinod",@csl.sri.com,malware,Security
"Yegneswaran, Vinod",@csl.sri.com,anti-censorship,Security
"Yegneswaran, Vinod",@csl.sri.com,measurements,Benchmark
"Yehezkel, Aviv",@cs.technion.ac.il,computer networks,Network
"Yehezkel, Aviv",@cs.technion.ac.il,big data,Data
"Yehezkel, Aviv",@cs.technion.ac.il,streaming algorithms,
"Yehezkel, Aviv",@cs.technion.ac.il,probabilistic algorithms,
"Yehezkel, Aviv",@cs.technion.ac.il,estimation theory,
"Yelick, Katherine",@lbl.gov,parallel computing,Concurrency
"Yelick, Katherine",@lbl.gov,programming languages,Compilers
"Yelick, Katherine",@lbl.gov,compilers,Compilers
"Yelick, Katherine",@lbl.gov,high-performance computing,HPC
"Yen, Ian E. H.",@cs.cmu.edu,machine learning,Data
"Yen, Ian E. H.",@cs.cmu.edu,convex optimization,
"Yen, Ian E. H.",@cs.cmu.edu,artificial intelligence,
"Yeom, Heonyoung",@snu.ac.kr,operating systems,OS
"Yeom, Heonyoung",@snu.ac.kr,distributed systems,Concurrency
"Yeom, Jae-Seung",@vt.edu,high-performance computing,HPC
"Yeom, Jae-Seung",@vt.edu,simulation,Benchmark
"Yeom, Jae-Seung",@vt.edu,performance modeling,Benchmark
"Yerukhimovich, Arkady",@cs.umd.edu,cryptography,Security
"Yerukhimovich, Arkady",@cs.umd.edu,security,Security
"Yeung, Donald",@ece.umd.edu,computer architecture,Architecture
"Yeung, Donald",@ece.umd.edu,interaction of architectures compilers and operating systems,
"Yeung, Donald",@ece.umd.edu,performance evaluation,Benchmark
"Yger, Florian",@dauphine.fr,machine learning,Data
"Yi, Ke",@cse.ust.hk,algorithms,
"Yi, Ke",@cse.ust.hk,databases,DB
"Yi, Qing",@uccs.edu,compilers,Compilers
"Yi, Qing",@uccs.edu,high-performance computing,HPC
"Yi, Qing",@uccs.edu,programming languages,Compilers
"Yi, Youngmin",@uos.ac.kr,parallel computing,Concurrency
"Yi, Youngmin",@uos.ac.kr,gpu computing,GPGPU
"Yildirim, Mehmet Yigit",@asu.edu,machine learning,Data
"Yildirim, Mehmet Yigit",@asu.edu,fraud detection,Security
"Yildirim, Mehmet Yigit",@asu.edu,social media mining,Data
"Yildiz, Orcun",@inria.fr,large scale distributed systems,Concurrency
"Yildiz, Orcun",@inria.fr,high-performance computing,HPC
"Yildiz, Orcun",@inria.fr,energy-efficient big data management,Energy
"Yilmaz, Emine",@ucl.ac.uk,information retrieval,DB
"Yilmaz, Emine",@ucl.ac.uk,web science,
"Yilmaz, Emine",@ucl.ac.uk,data mining,Data
"Yilmaz, Emine",@ucl.ac.uk,machine learning,Data
"Yin, Dawei",@jd.com,machine learning,Data
"Yin, Dawei",@jd.com,web mining,
"Yin, Dawei",@jd.com,data mining,Data
"Yin, Hao",@stanford.edu,data mining,Data
"Yin, Hao",@stanford.edu,machine learning,Data
"Yin, Hao",@stanford.edu,network analysis,Network
"Yin, Hao",@stanford.edu,optimization,
"Yin, Heng",@cs.ucr.edu,security,Security
"Yin, Hongzhi",@uq.edu.au,recommender system,Data
"Yin, Hongzhi",@uq.edu.au,topic model,Data
"Yin, Hongzhi",@uq.edu.au,social media analysis,
"Yin, Hongzhi",@uq.edu.au,spatiotemporal data analysis,Data
"Yin, Hongzhi",@uq.edu.au,deep learning,Data
"Yin, Jiangtao",@ecs.umass.edu,big data,Data
"Yin, Jiangtao",@ecs.umass.edu,cloud computing,Cloud
"Yin, Jiangtao",@ecs.umass.edu,distributed systems,Concurrency
"Yin, Jiangtao",@ecs.umass.edu,large-scale machine learning/data mining,Data
"Yin, Jieming",@amd.com,computer architecture,Architecture
"Yin, Jieming",@amd.com,network-on-chip,Architecture
"Yin, Jieming",@amd.com,soc,Architecture
"Yin, Yitong",@nju.edu.cn,theoretical computer science,
"Yin, Zhijun",@fb.com,data mining,Data
"Ying, Lei",@asu.edu,cloud computing,Cloud
"Ying, Lei",@asu.edu,communication networks,Network
"Ying, Lei",@asu.edu,data privacy,Security
"Ying, Lei",@asu.edu,social networks,
"Ying, Victor A.",@csail.mit.edu,computer architecture,Architecture
"Ying, Victor A.",@csail.mit.edu,parallel programming models,Concurrency
"Ying, Victor A.",@csail.mit.edu,speculative execution,Architecture
"Ying, Victor A.",@csail.mit.edu,parallelizing compilers,Compilers
"Ying, Victor A.",@csail.mit.edu,distributed systems,Concurrency
"Yitbarek, Salessawi Ferede",@umich.edu,computer architecture,Architecture
"Yitbarek, Salessawi Ferede",@umich.edu,security,Security
"Yiu, Man Lung",@comp.polyu.edu.hk,database,DB
"Yokota, Rio",@gsic.titech.ac.jp,hierarchical low-rank approximation,
"Yokota, Rio",@gsic.titech.ac.jp,deep learning,Data
"Yokota, Rio",@gsic.titech.ac.jp,fast multipole methods,
"Yokota, Rio",@gsic.titech.ac.jp,gpu computing,GPGPU
"Yokota, Rio",@gsic.titech.ac.jp,molecular dynamics,HPC
"Yom-Tov, Elad",@yom-tov.info,information retrieval,DB
"Yom-Tov, Elad",@yom-tov.info,machine learning,Data
"Yoo, Jaemin",@snu.ac.kr,graph mining,
"Yoo, Jaemin",@snu.ac.kr,social network analysis,
"Yoo, Jaemin",@snu.ac.kr,probabilistic graphical model,
"Yoo, Wucherl",@lbl.gov,high-performance computing,HPC
"Yoo, Wucherl",@lbl.gov,performance analysis,Benchmark
"Yoo, Wucherl",@lbl.gov,machine learning,Data
"Yoo, Wucherl",@lbl.gov,large-scale data analysis,Data
"Yoo, Wucherl",@lbl.gov,exascale computing,HPC
"Yoon, Changhoon",@kaist.ac.kr,network security,Security
"Yoon, Changhoon",@kaist.ac.kr,software-defined network security,Security
"Yoon, Changhoon",@kaist.ac.kr,network function virtualization,Network
"Yoon, Doe Hyun",@google.com,computer architecture,Architecture
"Yoshida, Yuichi",@nii.ac.jp,computer science,
"Yoshii, Kazutomo",@mcs.anl.gov,high-performance computing,HPC
"Yoshii, Kazutomo",@mcs.anl.gov,thermal-aware computing,Energy
"Yoshii, Kazutomo",@mcs.anl.gov,heterogeneous computing,GPGPU
"Yoshii, Kazutomo",@mcs.anl.gov,reconfigurable computing,
"You, Wei",@ruc.edu.cn,software engineering,
"You, Wei",@ruc.edu.cn,program analysis,Compilers
"You, Yang",@cs.berkeley.edu,parallel computing,Concurrency
"You, Yang",@cs.berkeley.edu,machine learning,Data
"You, Yang",@cs.berkeley.edu,high-performance computing,HPC
"Young, Maxwell",@cse.msstate.edu,distributed systems,Concurrency
"Young, Maxwell",@cse.msstate.edu,algorithms,
"Young, Maxwell",@cse.msstate.edu,security.,
"Young, Vinson",@gatech.edu,computer architecture,Architecture
"Young, Vinson",@gatech.edu,memory systems,Architecture
"Young, Vinson",@gatech.edu,compression,
"Young, Vinson",@gatech.edu,encryption,Security
"Young, Vinson",@gatech.edu,prefetching,Architecture
"Younge, Andrew J.",@sandia.gov,distributed systems,Concurrency
"Younge, Andrew J.",@sandia.gov,cloud computing,Cloud
"Younge, Andrew J.",@sandia.gov,computer systems,
"Yount, Charles",@acm.org,methods and tools for cpu performance,Benchmark
"Yu, Chenhan D.",@cs.utexas.edu,computer science,
"Yu, Cong",@google.com,information extraction,
"Yu, Cong",@google.com,computational journalism,
"Yu, Cong",@google.com,data analytics,Data
"Yu, Cong",@google.com,social content mining,
"Yu, Dantong",@njit.edu,data mining,Data
"Yu, Dantong",@njit.edu,machine learning,Data
"Yu, Dantong",@njit.edu,high-performance networks,Network
"Yu, Dongxiao",@cs.hku.hk,distributed systems,Concurrency
"Yu, Dongxiao",@cs.hku.hk,algorithms,
"Yu, Dongxiao",@cs.hku.hk,networking,Network
"Yu, Dongxiao",@cs.hku.hk,graph theory,
"Yu, Hsiang-Fu",@cs.utexas.edu,machine learning,Data
"Yu, Hsiang-Fu",@cs.utexas.edu,data mining,Data
"Yu, Lantao",@apex.sjtu.edu.cn,deep learning,Data
"Yu, Lantao",@apex.sjtu.edu.cn,reinforcement learning,Data
"Yu, Lei",@cs.binghamton.edu,machine learning,Data
"Yu, Lei",@cs.binghamton.edu,data mining,Data
"Yu, Lei",@cs.binghamton.edu,artificial intelligence,
"Yu, Lei",@cs.binghamton.edu,feature selection,Data
"Yu, Lei",@cs.binghamton.edu,reinforcement learning,Data
"Yu, Leiming",@ece.neu.edu,gpgpu,GPGPU
"Yu, Leiming",@ece.neu.edu,high-performance computing,HPC
"Yu, Leiming",@ece.neu.edu,machine learning,Data
"Yu, Leiming",@ece.neu.edu,performance modeling,Benchmark
"Yu, Lele",@utexas.edu,2d nanomaterials,
"Yu, Lele",@utexas.edu,electrical energy storage (ees),
"Yu, Minlan",@yale.edu,networking,Network
"Yu, Minlan",@yale.edu,computer systems,
"Yu, Philip S.",@cs.uic.edu,data mining,Data
"Yu, Philip S.",@cs.uic.edu,database,DB
"Yu, Philip S.",@cs.uic.edu,privacy,Security
"Yu, Qi",@rit.edu,service computing,
"Yu, Qi",@rit.edu,machine learning,Data
"Yu, Qi",@rit.edu,data mining,Data
"Yu, Ting",@ncsu.edu,security,Security
"Yu, Ting",@ncsu.edu,trust,Security
"Yu, Ting",@ncsu.edu,privacy,Security
"Yu, Ting",@ncsu.edu,databases,DB
"Yu, Weikuan",@cs.fsu.edu,computer systems,
"Yu, Weikuan",@cs.fsu.edu,parallel i/o,Concurrency
"Yu, Weikuan",@cs.fsu.edu,cloud computing,Cloud
"Yu, Weikuan",@cs.fsu.edu,scientific computing,HPC
"Yu, Weize",@mail.usf.edu,power management,Energy
"Yu, Weize",@mail.usf.edu,hardware security,Security
"Yu, Xiangyao",@mit.edu,computer architecture,Architecture
"Yu, Xiangyao",@mit.edu,database,DB
"Yu, Xiangyao",@mit.edu,computer system security,Security
"Yu, Xiao",@google.com,mobile imaging/display,
"Yu, Xiao",@google.com,human computer interaction,
"Yu, Xiao",@google.com,nano/bio-photonics,
"Yu, Xiaodong",@cs.vt.edu,parallel computing,Concurrency
"Yu, Xiaodong",@cs.vt.edu,reconfigurable computing,
"Yu, Xiaodong",@cs.vt.edu,automata processing,
"Yu, Xiaodong",@cs.vt.edu,algorithm refactoring,
"Yu, Xiaodong",@cs.vt.edu,application acceleration,
"Yu, Yang",@nju.edu.cn,artificial intelligence,
"Yu, Yang",@nju.edu.cn,machine learning,Data
"Yu, Yang",@nju.edu.cn,evolutionary algorithms,
"Yuan, Binhang",@rice.edu,large scale machine learning,Data
"Yuan, Binhang",@rice.edu,software engineering,
"Yuan, Binhang",@rice.edu,data visualization,
"Yuan, Binhang",@rice.edu,biomedical image processing.,
"Yuan, Bo",@ccny.cuny.edu,vlsi,Architecture
"Yuan, Bo",@ccny.cuny.edu,dsp,
"Yuan, Bo",@ccny.cuny.edu,communication,Network
"Yuan, Bo",@ccny.cuny.edu,machine learning,Data
"Yuan, Ding",@eecg.toronto.edu,failure diagnosis,
"Yuan, Ding",@eecg.toronto.edu,operating systems,OS
"Yuan, Ding",@eecg.toronto.edu,software engineering,
"Yuan, Geng",@syr.edu,hardware system design,Architecture
"Yuan, Geng",@syr.edu,deep learning,Data
"Yuan, Haitao",@bjtu.edu.cn,cloud computing,Cloud
"Yuan, Haitao",@bjtu.edu.cn,software-defined networking,Network
"Yuan, Haitao",@bjtu.edu.cn,big data,Data
"Yuan, Haitao",@bjtu.edu.cn,green energy,Energy
"Yuan, Haitao",@bjtu.edu.cn,optimization algorithms,
"Yuan, Jun",@cs.stonybrook.edu,data structures,
"Yuan, Jun",@cs.stonybrook.edu,storage systems,Storage
"Yuan, Jun",@cs.stonybrook.edu,file systems,Storage
"Yuan, Lihua",@microsoft.com,computer networks,Network
"Yuan, Lihua",@microsoft.com,distributed systems,Concurrency
"Yuan, Lihua",@microsoft.com,data center,Cloud
"Yuan, Lihua",@microsoft.com,software-defined networks,Network
"Yuan, Quan",@illinois.edu,spatio-temporal,
"Yuan, Quan",@illinois.edu,recommender systems,Data
"Yuan, Quan",@illinois.edu,topic model,Data
"Yuan, Quan",@illinois.edu,social media,
"Yuan, Quan",@illinois.edu,text mining,Data
"Yuan, Xin",@cs.fsu.edu,parallel and distributed systems,Concurrency
"Yuan, Xin",@cs.fsu.edu,computer networks,Network
"Yuan, Xin",@cs.fsu.edu,interconnection networks,Network
"Yuan, Xin",@cs.fsu.edu,communication optimizations,Network
"Yuan, Xin",@cs.fsu.edu,runtime systems,OS
"Yuan, Zengwen",@cs.ucla.edu,cellular networks,Network
"Yuan, Zengwen",@cs.ucla.edu,mobile computing,
"Yuan, Zengwen",@cs.ucla.edu,networking,Network
"Yuan, Zengwen",@cs.ucla.edu,security,Security
"Yue, Yisong",@caltech.edu,machine learning,Data
"Yue, Yisong",@caltech.edu,interactive learning,
"Yue, Yisong",@caltech.edu,human in the loop,
"Yue, Yisong",@caltech.edu,structured prediction,
"Yue, Yisong",@caltech.edu,spatiotemporal modeling,
"Yuki, Tomofumi",@inria.fr,compilers,Compilers
"Yuki, Tomofumi",@inria.fr,programming languages,Compilers
"Yuki, Tomofumi",@inria.fr,polyhedral model,
"Yuki, Tomofumi",@inria.fr,high-level synthesis,
"Yung, Moti",@cs.columbia.edu,information security,Security
"Yung, Moti",@cs.columbia.edu,cryptography,Security
"Yung, Moti",@cs.columbia.edu,privacy,Security
"Yung, Moti",@cs.columbia.edu,security,Security
"Yung, Moti",@cs.columbia.edu,distributed algorithms,Concurrency
"Yviquel, Hervé",@ic.unicamp.br,parallel computing,Concurrency
"Yviquel, Hervé",@ic.unicamp.br,cloud computing,Cloud
"Yviquel, Hervé",@ic.unicamp.br,dataflow programming,
"Yviquel, Hervé",@ic.unicamp.br,compilation,Compilers
"Yzelman, Albert-Jan",@huawei.com,parallel computing,Concurrency
"Yzelman, Albert-Jan",@huawei.com,shared-memory parallelism,Concurrency
"Yzelman, Albert-Jan",@huawei.com,high-performance computing,HPC
"Yzelman, Albert-Jan",@huawei.com,sparse matrix computations,HPC
"Yzelman, Albert-Jan",@huawei.com,sparse matrix partitionin,HPC
"Zablotchi, Igor",@epfl.ch,concurrent data structures,
"Zablotchi, Igor",@epfl.ch,non-volatile memory,Storage
"Zablotchi, Igor",@epfl.ch,blockchain,
"Zadimoghaddam, Morteza",@google.com,scalable algorithms,
"Zadimoghaddam, Morteza",@google.com,submodularity,
"Zadimoghaddam, Morteza",@google.com,combinatorial optimization,HPC
"Zadimoghaddam, Morteza",@google.com,computational advertising,
"Zadimoghaddam, Morteza",@google.com,algorithmic game theory,
"Zadok, Erez",@cs.stonybrook.edu,computer science,
"Zagieboylo, Drew",@cornell.edu,software systems,
"Zagieboylo, Drew",@cornell.edu,fpga,GPGPU
"Zagieboylo, Drew",@cornell.edu,computer architecture,Architecture
"Zaharia, Matei",@cs.stanford.edu,computer systems,
"Zaharia, Matei",@cs.stanford.edu,big data,Data
"Zahavi, Eitan",@mellanox.com,data center networks,Network
"Zahavi, Eitan",@mellanox.com,computer communication architecture,Architecture
"Zahavi, Eitan",@mellanox.com,interconnection networks,Network
"Zahavi, Eitan",@mellanox.com,network-on-chip,Architecture
"Zahavi, Eitan",@mellanox.com,lossless networks,Network
"Zahedi, Seyed Majid",@cs.duke.edu,computer systems,
"Zahedi, Seyed Majid",@cs.duke.edu,computer architecture,Architecture
"Zahur, Samee",@virginia.edu,computer security & privacy,Security
"Zaiane, Osmar",@cs.ualberta.ca,data mining,Data
"Zaiane, Osmar",@cs.ualberta.ca,social network analysis,
"Zaiane, Osmar",@cs.ualberta.ca,health informatics,Data
"Zaiane, Osmar",@cs.ualberta.ca,data privacy,Security
"Zaiane, Osmar",@cs.ualberta.ca,big data analytics,Data
"Zajic, Alenka",@ece.gatech.edu,antennas and propagation,
"Zajic, Alenka",@ece.gatech.edu,wireless communications,Network
"Zajic, Alenka",@ece.gatech.edu,applied electromagnetics,
"Zakharyaschev, Michael",@dcs.bbk.ac.uk,computer science logic,
"Zakharyaschev, Michael",@dcs.bbk.ac.uk,knowledge representation,Data
"Zakharyaschev, Michael",@dcs.bbk.ac.uk,artificial intelligence,
"Zaki, Mohammed",@cs.rpi.edu,data mining,Data
"Zaki, Mohammed",@cs.rpi.edu,machine learning,Data
"Zaki, Mohammed",@cs.rpi.edu,graph mining,
"Zaki, Mohammed",@cs.rpi.edu,bioinformatics,HPC
"Zalewski, Marcin",@pnnl.gov,programming languages,Compilers
"Zalewski, Marcin",@pnnl.gov,generic programming,
"Zalewski, Marcin",@pnnl.gov,c++,Compilers
"Zalewski, Marcin",@pnnl.gov,software engineering,
"Zalinescu, Eugen",@in.tum.de,security,Security
"Zalinescu, Eugen",@in.tum.de,formal methods,
"Zamani, Hamed",@cs.umass.edu,information retrieval,DB
"Zamani, Hamed",@cs.umass.edu,text mining,Data
"Zamani, Hamed",@cs.umass.edu,machine learning,Data
"Zamani, Hamed",@cs.umass.edu,natural language processing,Data
"Zamirai, Babak",@umich.edu,neural networks,Data
"Zamirai, Babak",@umich.edu,neuromorphic accelerators,
"Zamirai, Babak",@umich.edu,approximate computing,
"Zamirai, Babak",@umich.edu,computer architecture,Architecture
"Zamora, Edgar",@urv.cat,software engineering,
"Zamora, Edgar",@urv.cat,distributed systems,Concurrency
"Zamora, Edgar",@urv.cat,cloud computing,Cloud
"Zamora, Edgar",@urv.cat,peer-to-peer,Network
"Zanchettin, Andrea Maria",@polimi.it,robotics,
"Zanchettin, Andrea Maria",@polimi.it,human-robot collaboration,
"Zand, Ali",@cs.ucsb.edu,system security,Security
"Zanella-Béguelin, Santiago",@microsoft.com,security and privacy,Security
"Zanella-Béguelin, Santiago",@microsoft.com,programming languages,Compilers
"Zanella-Béguelin, Santiago",@microsoft.com,verification,
"Zanero, Stefano",@polimi.it,cybersecurity,Security
"Zanetti, Luca",@bristol.ac.uk,algorithms,
"Zanetti, Luca",@bristol.ac.uk,spectral graph theory,
"Zang, Chengxi",@mails.tsinghua.edu.cn,social network,
"Zang, Chengxi",@mails.tsinghua.edu.cn,social dynamics,
"Zang, Chengxi",@mails.tsinghua.edu.cn,network science,Network
"Zang, Chengxi",@mails.tsinghua.edu.cn,data mining,Data
"Zannettou, Savvas",@edu.cut.ac.cy,social network analysis,
"Zannettou, Savvas",@edu.cut.ac.cy,networks and systems,
"Zannettou, Savvas",@edu.cut.ac.cy,software-defined networking,Network
"Zaourar, Lilia",@cea.fr,operational research,
"Zaourar, Lilia",@cea.fr,combinatorial optimization,HPC
"Zaourar, Lilia",@cea.fr,electronic design automation,
"Zaourar, Lilia",@cea.fr,design and test,
"Zaroliagis, Christos",@ceid.upatras.gr,algorithms,
"Zaroliagis, Christos",@ceid.upatras.gr,algorithm engineering,
"Zaroliagis, Christos",@ceid.upatras.gr,robust & online optimization,
"Zaroliagis, Christos",@ceid.upatras.gr,multiobjective optimization,
"Zaroliagis, Christos",@ceid.upatras.gr,parallel and distributed computing,Concurrency
"Zave, Pamela",@research.att.com,formal methods,
"Zave, Pamela",@research.att.com,network architecture,Architecture
"Zave, Pamela",@research.att.com,internet of things,
"Zave, Pamela",@research.att.com,network services,Network
"Zave, Pamela",@research.att.com,software engineering,
"Zaytsev, Vadim",@raincode.com,software language engineering,Compilers
"Zaytsev, Vadim",@raincode.com,grammarware,
"Zaytsev, Vadim",@raincode.com,domain specific languages,Compilers
"Zaytsev, Vadim",@raincode.com,automation,
"Zaytsev, Vadim",@raincode.com,legacy,
"Zdancewic, Steve",@cis.upenn.edu,programming languages,Compilers
"Zdancewic, Steve",@cis.upenn.edu,type theory,
"Zdancewic, Steve",@cis.upenn.edu,logic,
"Zdancewic, Steve",@cis.upenn.edu,security,Security
"Zeghlache, Djamal",@it-sudparis.eu,network architectures,Network
"Zeghlache, Djamal",@it-sudparis.eu,wireless networks,Network
"Zeghlache, Djamal",@it-sudparis.eu,resource optimization,OS
"Zeghlache, Djamal",@it-sudparis.eu,nfv/sdn,Network
"Zeghlache, Djamal",@it-sudparis.eu,mano,
"Zeller, Andreas",@cs.uni-saarland.de,software engineering,
"Zeller, Andreas",@cs.uni-saarland.de,program analysis,Compilers
"Zeller, Andreas",@cs.uni-saarland.de,software testing,
"Zeller, Andreas",@cs.uni-saarland.de,software security,Security
"Zeller, Andreas",@cs.uni-saarland.de,empirical software engineering,
"Zeng, Chunqiu",@cs.fiu.edu,large scale data mining,Data
"Zeng, Chunqiu",@cs.fiu.edu,machine learning,Data
"Zeng, Chunqiu",@cs.fiu.edu,temporal mining,Data
"Zeng, Chunqiu",@cs.fiu.edu,recommender system,Data
"Zeng, Chunqiu",@cs.fiu.edu,advertising,
"Zeng, Hongyi",@cs.stanford.edu,computer networking,Network
"Zeng, James Hongyi",@cs.stanford.edu,computer networking,Network
"Zhai, Chengxiang",@illinois.edu,information retrieval,DB
"Zhai, Chengxiang",@illinois.edu,text data mining,Data
"Zhai, Chengxiang",@illinois.edu,machine learning,Data
"Zhai, Chengxiang",@illinois.edu,biomedical informatics,
"Zhai, Chengxiang",@illinois.edu,intelligent education systems,
"Zhai, Ennan",@yale.edu,computer systems,
"Zhai, Ennan",@yale.edu,security,Security
"Zhai, Ennan",@yale.edu,networking,Network
"Zhan, Jia",@ece.ucsb.edu,computer architecture,Architecture
"Zhan, Jia",@ece.ucsb.edu,interconnection networks,Network
"Zhan, Xin",@brown.edu,computer architecture,Architecture
"Zhan, Yang",@cs.unc.edu,operating systems,OS
"Zhang, Aidong",@buffalo.edu,data mining,Data
"Zhang, Aidong",@buffalo.edu,bioinformatics,HPC
"Zhang, Aidong",@buffalo.edu,health informatics,Data
"Zhang, Aidong",@buffalo.edu,databases,DB
"Zhang, Aidong",@buffalo.edu,multimedia,
"Zhang, Beichuan",@cs.arizona.edu,computer networks,Network
"Zhang, Boyu",@udel.edu,big data,Data
"Zhang, Boyu",@udel.edu,high-performance computing,HPC
"Zhang, Boyu",@udel.edu,machine learning,Data
"Zhang, Ce",@inf.ethz.ch,database systems,DB
"Zhang, Ce",@inf.ethz.ch,machine learning systems,Data
"Zhang, Chao",@dlut.edu.cn,machine learning,Data
"Zhang, Chao",@dlut.edu.cn,random matrix,
"Zhang, Chao",@illinois.edu,data mining,Data
"Zhang, Chao",@illinois.edu,applied machine learning,Data
"Zhang, Chaoyun",@sms.ed.ac.uk,deep learning,Data
"Zhang, Chaoyun",@sms.ed.ac.uk,mobile big data,Data
"Zhang, Chengqi",@uts.edu.au,data mining,Data
"Zhang, Chenwei",@uic.edu,data mining,Data
"Zhang, Chenwei",@uic.edu,machine learning,Data
"Zhang, Chenzi",@cs.hku.hk,computer science,
"Zhang, Chi",@wisc.edu,mobile computing,
"Zhang, Chi",@wisc.edu,ubiquitous computing,
"Zhang, Chi",@wisc.edu,iot,
"Zhang, Chi",@wisc.edu,sensing,
"Zhang, Chi",@wisc.edu,energy efficiency,Energy
"Zhang, Danfeng",@cse.psu.edu,security,Security
"Zhang, Danfeng",@cse.psu.edu,programming languages,Compilers
"Zhang, Dongxiang",@uestc.edu.cn,spatial databases,DB
"Zhang, Dongxiang",@uestc.edu.cn,large-scale multimedia retrieval,
"Zhang, Dongxiang",@uestc.edu.cn,novel applications in smart city,
"Zhang, Duo",@illinois.edu,text mining,Data
"Zhang, Duo",@illinois.edu,information retrieval,DB
"Zhang, Duo",@illinois.edu,data mining,Data
"Zhang, Duo",@illinois.edu,machine learning,Data
"Zhang, Duo",@illinois.edu,social networks,
"Zhang, Eddy Zheng",@cs.rutgers.edu,high performance and reliable programming systems,
"Zhang, Fan1",@cs.cornell.edu,system security,Security
"Zhang, Fan1",@cs.cornell.edu,cryptocurrencies,Security
"Zhang, Fan1",@cs.cornell.edu,applied cryptography,Security
"Zhang, Fan1",@cs.cornell.edu,trusted hardware,
"Zhang, Fan2",@mails.tsinghua.edu.cn,information retrieval,DB
"Zhang, Fan2",@mails.tsinghua.edu.cn,search evaluation,
"Zhang, Fengwei",@wayne.edu,systems security,Security
"Zhang, Gong",@huawei.com,distributed systems,Concurrency
"Zhang, Gong",@huawei.com,machine learning,Data
"Zhang, Gong",@huawei.com,network architecture,Architecture
"Zhang, Guoming",,mobile sensing,
"Zhang, Guoming",,iot security,Security
"Zhang, Haibo",@psu.edu,computer architecture,Architecture
"Zhang, Hanwang",@columbia.edu,multimedia,
"Zhang, Hanwang",@columbia.edu,computer vision,
"Zhang, Hao",@cs.cmu.edu,machine learning,Data
"Zhang, Hao",@cs.cmu.edu,distributed systems,Concurrency
"Zhang, Hao",@cs.cmu.edu,computer vision,
"Zhang, Haoyu",@google.com,distributed systems,Concurrency
"Zhang, Haoyu",@google.com,machine learning,Data
"Zhang, Haoyu",@google.com,big data,Data
"Zhang, Haoyu",@google.com,cloud computing,Cloud
"Zhang, Haoyu",@umail.iu.edu,algorithms,
"Zhang, Haoyu",@umail.iu.edu,databases,DB
"Zhang, Haoyuan",@qmul.ac.uk,bayesian networks,
"Zhang, Haoyuan",@qmul.ac.uk,system reliability,
"Zhang, Haoyuan",@qmul.ac.uk,decision making,
"Zhang, Haoyuan",@qmul.ac.uk,artificial intelligence,
"Zhang, Heng",@purdue.edu,mobile sensing,
"Zhang, Heng",@purdue.edu,mobile computing,
"Zhang, Heng",@purdue.edu,computer networks,Network
"Zhang, Hong1",@cse.ust.hk,pricing theory,
"Zhang, Hong1",@cse.ust.hk,computer networks,Network
"Zhang, Hui",@andrew.cmu.edu,computer networks,Network
"Zhang, Hui",@andrew.cmu.edu,streaming,
"Zhang, Hui",@andrew.cmu.edu,multicast,Network
"Zhang, Hui",@andrew.cmu.edu,bigdata,Data
"Zhang, Hui",@cs.umd.edu,high-performance computing,HPC
"Zhang, Hui",@cs.umd.edu,performance analysis,Benchmark
"Zhang, Hui",@cs.umd.edu,performance optimization,
"Zhang, Jian",@stanford.edu,machine learning,Data
"Zhang, Jian",@stanford.edu,artificial intelligence,
"Zhang, Jiawei",@cs.fsu.edu,information fusion,
"Zhang, Jiawei",@cs.fsu.edu,data mining,Data
"Zhang, Jiawei",@cs.fsu.edu,broad learning,
"Zhang, Jiawei",@cs.fsu.edu,deep learning,Data
"Zhang, Jie",@osu.edu,high-performance computing,HPC
"Zhang, Jie",@osu.edu,cloud computing,Cloud
"Zhang, Jie",@osu.edu,virtualization,VM
"Zhang, Jie",@camelab.org,computer architecture,Architecture
"Zhang, Jie",@camelab.org,storage systems,Storage
"Zhang, Jie",@camelab.org,gpgpu,GPGPU
